9.745, 2.8771, 1.6585, 3.6091, "2014-11-12 ", 0.242
9.5759, 2.8147, 1.6603, 3.6854, "2014-11-13 ", 0.235
9.2033, 2.8086, 1.4624, 3.4908, "2014-11-14 ", 0.185
8.0145, 2.0999, 1.5424, 3.3314, "2014-11-15 ", 0.17
8.3926, 2.1096, 1.6598, 3.2013, "2014-11-16 ", 0.175
9.3853, 2.8096, 1.5875, 3.4441, "2014-11-17 ", 0.24
10.1411, 2.9009, 1.5907, 3.5256, "2014-11-18 ", 0.228
9.84, 2.9642, 1.547, 3.4675, "2014-11-19 ", 0.244
9.7676, 2.9705, 1.5662, 3.4858, "2014-11-20 ", 0.215
9.7421, 3.049, 1.4624, 3.6515, "2014-11-21 ", 0.209
6.0744, 2.1331, 1.4037, 0.5925, "2014-11-22 ", 0.152
6.2052, 1.9683, 1.522, 0.1275, "2014-11-23 ", 0.139
7.7064, 2.9641, 1.6757, 0.1349, "2014-11-24 ", 0.209
8.4305, 2.7491, 1.7122, 0.1177, "2014-11-25 ", 0.2
9.0436, 2.9171, 1.6723, 0.129, "2014-11-26 ", 0.224
3.8511, 1.4299, 1.2314, 0.0076, "2014-11-27 ", 0.052
3.9517, 1.6896, 1.1974, 0, "2014-11-28 ", 0.05
6.2996, 1.8668, 1.5585, 0.0951, "2014-11-29 ", 0.15
7.4883, 1.5445, 1.7473, 0.1373, "2014-11-30 ", 0.175
8.5046, 2.7359, 1.976, 1.4999, "2014-12-01 ", 0.214
9.7294, 2.8751, 1.702, 3.7253, "2014-12-02 ", 0.237
10.1135, 2.8448, 1.779, 4.2728, "2014-12-03 ", 0.242
9.9982, 2.8667, 1.8177, 4.1612, "2014-12-04 ", 0.207
7.4363, 2.8982, 1.456, 3.9702, "2014-12-05 ", 0.165
5.5427, 2.0531, 1.4154, 3.4484, "2014-12-06 ", 0.139
6.0539, 2.1411, 1.42, 3.9437, "2014-12-07 ", 0.168
7.4408, 3.0295, 1.4211, 4.615, "2014-12-08 ", 0.22
7.0151, 3.0423, 1.3961, 3.8373, "2014-12-09 ", 0.189
6.8227, 3.016, 1.5961, 3.2789, "2014-12-10 ", 0.176
6.996, 2.879, 1.5833, 3.7689, "2014-12-11 ", 0.218
6.7392, 2.9177, 1.3049, 3.7139, "2014-12-12 ", 0.178
5.2917, 2.0439, 1.2662, 2.9526, "2014-12-13 ", 0.129
5.3152, 2.0151, 1.3082, 3.3131, "2014-12-14 ", 0.109
6.1395, 3.0211, 1.2599, 3.666, "2014-12-15 ", 0.131
7.2474, 3.0765, 1.3746, 3.7908, "2014-12-16 ", 0.151
8.8387, 2.9644, 1.647, 2.5073, "2014-12-17 ", 0.173
9.0612, 3.2746, 1.761, 2.4702, "2014-12-18 ", 0.105
4.621, 3.0914, 1.3002, 2.6123, "2014-12-19 ", 0.033
3.2885, 2.1431, 1.2531, 1.0749, "2014-12-20 ", 0.023
3.5082, 2.3522, 1.16, 0.8878, "2014-12-21 ", 0.015
4.6566, 3.3174, 1.2067, 2.2353, "2014-12-22 ", 0.025
3.9697, 3.0632, 1.1777, 1.4878, "2014-12-23 ", 0.025
2.6415, 1.253, 1.1564, 0.7672, "2014-12-24 ", 0.02
2.8932, 1.2608, 1.1514, 0.6157, "2014-12-25 ", 0.02
2.9047, 1.2946, 1.1559, 0.4974, "2014-12-26 ", 0.02
2.9333, 1.303, 1.157, 0.526, "2014-12-27 ", 0.016
2.8986, 1.2565, 1.1561, 0.5753, "2014-12-28 ", 0.02
1.6272, 0.3894, 1.0145, 0.5151, "2014-12-29 ", 0.016
1.5244, 0.4369, 1.162, 1.5918, "2014-12-30 ", 0.016
1.4102, 0.4338, 1.159, 0.6308, "2014-12-31 ", 0.011
1.4062, 0.4246, 1.158, 0.6239, "2015-01-01 ", 0.013
1.4305, 0.4334, 1.142, 0.7507, "2015-01-02 ", 0.011
1.4065, 0.4314, 1.126, 0.4527, "2015-01-03 ", 0.015
1.4175, 0.4297, 1.144, 0.4523, "2015-01-04 ", 0.015
2.9391, 0.4842, 1.1671, 2.1896, "2015-01-05 ", 0.03
3.5256, 0.4851, 1.1719, 2.8318, "2015-01-06 ", 0.045
3.657, 0.4552, 1.1816, 2.4042, "2015-01-07 ", 0.043
3.7673, 0.5008, 1.1627, 2.3065, "2015-01-08 ", 0.051
3.7786, 0.5004, 1.1526, 2.2596, "2015-01-09 ", 0.085
2.4213, 0.4953, 1.1619, 1.0665, "2015-01-10 ", 0.073
2.1559, 0.5108, 1.1555, 1.2382, "2015-01-11 ", 0.067
3.1323, 0.4271, 1.262, 2.847, "2015-01-12 ", 0.101
3.5496, 0.4585, 1.1973, 2.345, "2015-01-13 ", 0.098
4.7832, 1.1377, 1.1921, 2.5241, "2015-01-14 ", 0.094
4.9222, 2.5865, 1.3038, 2.36, "2015-01-15 ", 0.094
4.4827, 2.5718, 1.3633, 2.0899, "2015-01-16 ", 0.084
3.4229, 2.3223, 1.3947, 1.2454, "2015-01-17 ", 0.081
3.0346, 2.2047, 1.2735, 1.2317, "2015-01-18 ", 0.085
2.5499, 2.4755, 1.2013, 0.8019, "2015-01-19 ", 0.057
4.4652, 2.4378, 1.3265, 2.5755, "2015-01-20 ", 0.105
4.4203, 2.4934, 1.4357, 2.3278, "2015-01-21 ", 0.133
4.7865, 2.4934, 1.3299, 2.25, "2015-01-22 ", 0.12
4.6918, 2.3902, 1.4067, 2.4183, "2015-01-23 ", 0.118
3.5301, 2.193, 1.307, 1.6055, "2015-01-24 ", 0.11
2.7619, 2.1903, 1.3262, 1.3458, "2015-01-25 ", 0.107
3.6021, 3.073, 1.3317, 1.8482, "2015-01-26 ", 0.11
2.4606, 3.2951, 1.2624, 0.5534, "2015-01-27 ", 0.051
6.4278, 3.3668, 1.4367, 3.0609, "2015-01-28 ", 0.16
5.4671, 3.3271, 1.372, 3.0297, "2015-01-29 ", 0.179
4.3413, 3.172, 1.4308, 3.1306, "2015-01-30 ", 0.177
3.3194, 2.3228, 1.3911, 1.8902, "2015-01-31 ", 0.119
3.0871, 2.3147, 1.212, 1.6185, "2015-02-01 ", 0.1025
6.0568, 3.0317, 1.3131, 3.0519, "2015-02-02 ", 0.1691
6.7151, 2.9995, 1.2608, 3.023, "2015-02-03 ", 0.149
5.7319, 3.1772, 1.4335, 3.4012, "2015-02-04 ", 0.0596
6.6027, 3.1507, 1.5699, 3.0804, "2015-02-05 ", 0.0532
6.721, 3.2086, 1.3769, 3.2497, "2015-02-06 ", 0.0443
5.531, 2.3934, 1.33, 2.2989, "2015-02-07 ", 0.045
6.0425, 2.4775, 1.3882, 2.2165, "2015-02-08 ", 0.0232
7.4046, 3.2226, 1.5888, 3.3717, "2015-02-09 ", 0.0409
7.0243, 3.2983, 1.6703, 3.0092, "2015-02-10 ", 0.0393
7.5408, 3.0773, 1.7232, 3.6131, "2015-02-11 ", 0.0405
7.3643, 3.143, 1.6835, 3.1109, "2015-02-12 ", 0.0407
5.6228, 3.1652, 1.4414, 2.9941, "2015-02-13 ", 0.021
4.3358, 2.451, 1.3756, 2.3591, "2015-02-14 ", 0.0057
4.2001, 2.3568, 1.3558, 2.0258, "2015-02-15 ", 0.0133
2.8179, 3.141, 1.2599, 0.6994, "2015-02-16 ", 0
7.2218, 3.2557, 1.7024, 3.0284, "2015-02-17 ", 0.0349
7.5012, 3.167, 1.6653, 3.1971, "2015-02-18 ", 0.0412
7.5141, 3.1583, 1.5728, 3.2389, "2015-02-19 ", 0.0528
7.3298, 3.0924, 1.6854, 3.2307, "2015-02-20 ", 0
5.2738, 2.2988, 1.5023, 2.8613, "2015-02-21 ", 0.0179
6.4409, 2.4312, 1.3928, 2.7034, "2015-02-22 ", 0.0266
6.2865, 3.3039, 1.596, 3.2696, "2015-02-23 ", 0.0383
7.5509, 2.9324, 1.7318, 3.4171, "2015-02-24 ", 0.0459
7.4156, 2.9716, 1.6676, 3.5175, "2015-02-25 ", 0.0308
7.7224, 3.119, 1.6696, 3.5759, "2015-02-26 ", 0.0264
5.9235, 3.1268, 1.7203, 3.2526, "2015-02-27 ", 0.0341
7.5872, 2.3915, 1.8734, 2.9943, "2015-02-28 ", 0.0323
6.9434, 2.3296, 1.7916, 3.1559, "2015-03-01 ", 0.0467
7.4355, 2.9496, 1.8483, 3.355, "2015-03-02 ", 0.0454
7.0595, 3.0601, 1.7383, 3.6, "2015-03-03 ", 0.0366
7.2803, 2.9798, 1.4874, 3.4575, "2015-03-04 ", 0.055
7.5735, 2.9692, 1.8698, 3.4632, "2015-03-05 ", 0.0347
7.2538, 3.1531, 1.8414, 3.3835, "2015-03-06 ", 0.0152
6.935, 2.3188, 1.8424, 2.7852, "2015-03-07 ", 0.0227
6.5613, 2.2576, 1.8516, 2.7247, "2015-03-08 ", 0.0543
6.9285, 3.0714, 1.9188, 3.5291, "2015-03-09 ", 0.056
8.3456, 2.9928, 2.1052, 3.327, "2015-03-10 ", 0.059
8.1438, 2.9629, 1.9636, 3.2982, "2015-03-11 ", 0.0525
7.2303, 3.033, 1.9932, 3.5429, "2015-03-12 ", 0.0594
6.3387, 3.1179, 1.5422, 3.0798, "2015-03-13 ", 0.0198
4.2406, 2.2219, 1.1705, 1.6167, "2015-03-14 ", 0
4.171, 2.2288, 1.1765, 1.667, "2015-03-15 ", 0
4.9985, 2.959, 1.2479, 2.8281, "2015-03-16 ", 0.0091
5.2543, 2.9325, 1.2676, 3.2995, "2015-03-17 ", 0.0237
6.0786, 3.0336, 1.4285, 2.8064, "2015-03-18 ", 0.0109
6.3445, 3.1647, 1.5411, 2.7087, "2015-03-19 ", 0.0587
5.2803, 3.1688, 1.4475, 2.6983, "2015-03-20 ", 0.0544
5.0079, 2.3513, 1.3842, 2.0623, "2015-03-21 ", 0.0677
5.1042, 2.3621, 1.4309, 1.7944, "2015-03-22 ", 0.0622
7.6108, 3.2411, 1.6, 3.0478, "2015-03-23 ", 0.1272
8.1507, 3.2298, 1.7079, 3.3466, "2015-03-24 ", 0.1373
7.7284, 3.1223, 1.8405, 3.5675, "2015-03-25 ", 0.1143
7.8152, 3.117, 1.6792, 3.7664, "2015-03-26 ", 0.0799
6.9938, 3.0934, 1.5668, 3.3879, "2015-03-27 ", 0.1126
5.8701, 2.3309, 1.5493, 2.3594, "2015-03-28 ", 0.1018
5.8044, 2.3456, 1.6172, 2.6052, "2015-03-29 ", 0.1213
7.2638, 3.1284, 1.6903, 3.2753, "2015-03-30 ", 0.1604
7.7451, 3.1375, 1.6636, 3.1735, "2015-03-31 ", 0.1303
6.9884, 3.1599, 1.5085, 3.2916, "2015-04-01 ", 0.1299
7.3658, 3.0546, 1.9279, 3.5487, "2015-04-02 ", 0.1408
6.4094, 3.0754, 1.6326, 3.13, "2015-04-03 ", 0.1347
6.6646, 2.3493, 1.7993, 2.5733, "2015-04-04 ", 0.1084
6.4161, 2.1987, 1.5044, 2.1397, "2015-04-05 ", 0.1111
7.7977, 3.0923, 1.7161, 3.1691, "2015-04-06 ", 0.1427
8.4486, 3.0375, 1.7826, 3.812, "2015-04-07 ", 0.1442
7.965, 2.9661, 1.6889, 3.2076, "2015-04-08 ", 0.1719
8.5416, 3.0098, 1.7168, 3.7415, "2015-04-09 ", 0.1617
7.3887, 2.9298, 1.6813, 3.6207, "2015-04-10 ", 0.1372
6.6101, 2.0617, 1.9185, 2.5168, "2015-04-11 ", 0.1379
6.5243, 2.0814, 1.6344, 2.7333, "2015-04-12 ", 0.1279
7.7198, 3.0184, 1.5829, 3.1639, "2015-04-13 ", 0.1732
7.5389, 3.0484, 1.875, 3.3964, "2015-04-14 ", 0.1872
7.4907, 2.8846, 1.9558, 3.2915, "2015-04-15 ", 0.1349
8.4979, 2.9415, 2.0192, 3.2907, "2015-04-16 ", 0.1382
7.6603, 2.9902, 1.72, 3.6101, "2015-04-17 ", 0.1315
5.9628, 2.1932, 1.7214, 3.1106, "2015-04-18 ", 0.1387
7.4477, 2.101, 1.9326, 3.6696, "2015-04-19 ", 0.1109
7.7026, 2.9442, 1.6075, 4.1327, "2015-04-20 ", 0.1642
8.4218, 2.8298, 1.9051, 3.9582, "2015-04-21 ", 0.1606
8.1168, 2.7821, 1.9518, 3.8032, "2015-04-22 ", 0.1781
8.625, 2.8257, 2.0179, 3.5716, "2015-04-23 ", 0.1408
8.9569, 2.8068, 1.7437, 3.5207, "2015-04-24 ", 0.1386
6.9887, 1.996, 1.9105, 2.6419, "2015-04-25 ", 0.1493
6.8331, 1.9931, 1.567, 3.0834, "2015-04-26 ", 0.1784
8.2677, 2.7366, 2.0364, 3.4695, "2015-04-27 ", 0.1741
8.8827, 2.8278, 1.8033, 3.5378, "2015-04-28 ", 0.1765
7.9016, 2.7041, 1.8433, 3.2509, "2015-04-29 ", 0.1375
8.255, 2.7405, 1.7515, 3.3142, "2015-04-30 ", 0.1404
8.0427, 2.7324, 1.8306, 3.2563, "2015-05-01 ", 0.123
7.5914, 1.9696, 1.8311, 3.4253, "2015-05-02 ", 0.1206
7.4491, 1.9498, 1.7598, 2.6384, "2015-05-03 ", 0.1202
9.1081, 2.9379, 1.9823, 3.7852, "2015-05-04 ", 0.1144
8.5575, 3.0338, 1.968, 3.6665, "2015-05-05 ", 0.1462
7.712, 3.0799, 1.9983, 3.9019, "2015-05-06 ", 0.1141
7.5205, 2.8011, 1.9, 3.7388, "2015-05-07 ", 0.1203
7.7091, 2.7056, 1.6644, 3.4912, "2015-05-08 ", 0.0998
5.6449, 1.9006, 1.4122, 2.8483, "2015-05-09 ", 0.0929
6.6947, 1.958, 1.4286, 2.7302, "2015-05-10 ", 0.0968
7.3032, 3.2379, 1.7072, 3.1135, "2015-05-11 ", 0.1027
7.7769, 3.5866, 1.7668, 3.3267, "2015-05-12 ", 0.1026
7.0846, 3.5061, 1.6019, 2.9133, "2015-05-13 ", 0.0994
8.0508, 3.427, 1.4949, 2.9742, "2015-05-14 ", 0.1134
6.5884, 3.3702, 1.5365, 2.8534, "2015-05-15 ", 0.1383
4.7279, 2.5536, 1.2164, 2.1344, "2015-05-16 ", 0.0619
5.7301, 2.6528, 1.2631, 2.3893, "2015-05-17 ", 0.0789
6.4538, 3.8264, 1.4041, 3.2407, "2015-05-18 ", 0.0886
7.9282, 3.4159, 1.6789, 2.1682, "2015-05-19 ", 0.1186
7.2782, 3.3448, 1.6046, 1.9292, "2015-05-20 ", 0.1135
4.2328, 3.0918, 1.2123, 2.2856, "2015-05-21 ", 0.0673
4.2949, 3.1069, 1.1633, 1.8453, "2015-05-22 ", 0.0706
2.7606, 3.4088, 1.0339, 0.8055, "2015-05-23 ", 0.0483
2.9181, 1.2164, 1.0719, 0.913, "2015-05-24 ", 0.057
2.7403, 1.3399, 1.0509, 0.7241, "2015-05-25 ", 0.0491
4.6444, 3.1974, 1.1148, 2.6519, "2015-05-26 ", 0.0706
4.6684, 3.3758, 1.3192, 2.5334, "2015-05-27 ", 0.0702
4.3149, 3.3257, 1.2972, 2.4201, "2015-05-28 ", 0.0657
4.4075, 3.1534, 1.2045, 2.6461, "2015-05-29 ", 0.0693
3.8171, 3.649, 1.2916, 0.7012, "2015-05-30 ", 0.0679
3.1899, 3.6642, 1.3587, 0.7119, "2015-05-31 ", 0.0538
6.0659, 3.0282, 1.3173, 2.8079, "2015-06-01 ", 0.0802
6.5056, 2.966, 1.2448, 3.0674, "2015-06-02 ", 0.1187
6.0757, 3.0345, 1.325, 2.8298, "2015-06-03 ", 0.1204
5.6598, 3.0553, 1.3651, 2.9607, "2015-06-04 ", 0.0972
5.6216, 3.036, 1.2272, 2.6955, "2015-06-05 ", 0.1109
4.9245, 3.5235, 1.1786, 1.7236, "2015-06-06 ", 0.0815
4.8473, 3.5122, 1.259, 2.0384, "2015-06-07 ", 0.0886
6.6615, 3.1246, 1.4193, 2.9234, "2015-06-08 ", 0.0989
6.6542, 3.3129, 1.3714, 2.9843, "2015-06-09 ", 0.1342
6.913, 3.3152, 1.4383, 2.7689, "2015-06-10 ", 0.113
6.7626, 3.3507, 1.3026, 3.1041, "2015-06-11 ", 0.2088
6.3957, 4.0739, 1.3436, 2.8627, "2015-06-12 ", 0.1058
5.4249, 4.3622, 1.3868, 1.963, "2015-06-13 ", 0.094
5.5321, 3.8294, 1.4337, 1.7827, "2015-06-14 ", 0.102
6.375, 3.2302, 1.4325, 3.0383, "2015-06-15 ", 0.109
6.7472, 3.3263, 1.584, 3.1114, "2015-06-16 ", 0.1147
6.9449, 3.4181, 1.4065, 3.2695, "2015-06-17 ", 0.1231
6.5704, 3.3804, 1.4403, 3.0107, "2015-06-18 ", 0.1377
6.5114, 3.3244, 1.4343, 2.4474, "2015-06-19 ", 0.1242
5.517, 3.833, 1.3472, 2.1354, "2015-06-20 ", 0.1274
5.5966, 3.7876, 1.3461, 2.0062, "2015-06-21 ", 0.0965
6.9336, 3.4807, 1.4865, 2.9474, "2015-06-22 ", 0.1309
7.0276, 3.6432, 1.3747, 2.76, "2015-06-23 ", 0.1206
7.3482, 3.4385, 1.4661, 2.5997, "2015-06-24 ", 0.1345
7.0187, 3.3918, 1.566, 2.944, "2015-06-25 ", 0.1276
7.1229, 3.389, 1.4904, 2.9139, "2015-06-26 ", 0.1293
5.0555, 3.7604, 1.3547, 1.6914, "2015-06-27 ", 0.0791
5.0584, 3.5763, 1.3038, 1.2324, "2015-06-28 ", 0.0676
5.4111, 3.205, 1.3521, 2.8768, "2015-06-29 ", 0.0638
5.2012, 3.2764, 1.4064, 2.9648, "2015-06-30 ", 0.0661
5.342, 3.4666, 1.3019, 2.9901, "2015-07-01 ", 0.0859
4.718, 3.3886, 1.4403, 3.0095, "2015-07-02 ", 0.1065
3.5035, 3.3697, 1.2387, 0.9571, "2015-07-03 ", 0.0504
3.1066, 3.7194, 1.2409, 0.9452, "2015-07-04 ", 0.0474
3.6262, 3.7381, 1.2555, 0.9552, "2015-07-05 ", 0.0459
4.9263, 3.4618, 1.3776, 2.917, "2015-07-06 ", 0.0921
5.8564, 3.5318, 1.4266, 2.7662, "2015-07-07 ", 0.0986
6.2035, 3.8337, 1.4012, 3.1369, "2015-07-08 ", 0.1463
6.1896, 3.6062, 1.3181, 2.8476, "2015-07-09 ", 0.1079
5.6885, 2.2657, 1.2712, 2.6575, "2015-07-10 ", 0.1096
6.032, 2.541, 1.5139, 2.5395, "2015-07-11 ", 0.0887
4.6051, 2.3875, 1.517, 2.5221, "2015-07-12 ", 0.1338
5.0622, 2.1862, 1.5678, 2.9866, "2015-07-13 ", 0.1166
5.0857, 2.0801, 1.5852, 3.0111, "2015-07-14 ", 0.1153
5.2101, 2.1418, 1.5367, 3.0246, "2015-07-15 ", 0.1152
5.1652, 2.0846, 1.6771, 2.9512, "2015-07-16 ", 0.093
4.4712, 2.0831, 1.4836, 2.5881, "2015-07-17 ", 0.098
